6541	51127	Any
Age	Height	Weight
Float64	Float64	Float64
Trust
Float64
gc	26.03	182.88	104.54545454545453
prigaux	25.43	175.26	84.09090909090908
fred	24.51	182.88	93.63636363636363
quintela	31.81	193.04	86.36363636363636
jgarzik	27.32	185.42000000000002	90.9090909090909
penso	25.5	185.42000000000002	86.36363636363636
leviramsey	32.68	182.88	90.9090909090909
havardk	30.22	182.88	88.63636363636363
sh	28.8	182.88	90.9090909090909
zappy	29.54	193.04	104.54545454545453
ollesson	29.12	180.34	106.81818181818181
sander	24.06	187.96	90.9090909090909
caolan	27.07	187.96	93.18181818181817
samth	28.06	182.88	95.45454545454545
SteveMallett	28.85	182.88	86.36363636363636
duff	30.98	187.96	95.45454545454545
MikeCamel	38.76	187.96	86.36363636363636
mwk	21.9	182.88	99.99999999999999
mobius	25.5	190.5	109.09090909090908
mbrubeck	23.49	185.42000000000002	86.36363636363636
tod	34.87	190.5	99.99999999999999
rasmus	27.97	187.96	81.81818181818181
mrcsparker	22.59	180.34	88.63636363636363
jeje	27.31	187.96	93.18181818181817
sheath	28.9	180.34	84.09090909090908
dwaite	33.41	185.42000000000002	101.81818181818181
Erbo	30.15	195.58	85.45454545454545
pgmillard	35.02	195.58	109.09090909090908
jeremie	26.03	193.04	84.09090909090908
miguel	27.55	185.42000000000002	95.45454545454545
temas	23.26	180.34	77.27272727272727
DizzyD	28.06	185.42000000000002	84.09090909090908
eliot	25.75	182.88	86.36363636363636
julian	32.55	200.66	90.9090909090909
fingolfin	32.55	193.04	94.09090909090908
yiran	33.77	195.58	81.81818181818181
DaveGoehrig	31.45	190.5	86.36363636363636
agntdrake	31.47	185.42000000000002	99.99999999999999
tripix	26.06	193.04	90.9090909090909
beppu	24.97	190.5	88.63636363636363
Astinus	33.77	190.5	81.81818181818181
halcy0n	30.8	187.96	90.9090909090909
timriker	34.48	190.5	95.45454545454545
davej	33.32	190.5	99.99999999999999
lkcl	30.51	190.5	95.45454545454545
alan	25.66	185.42000000000002	95.45454545454545
zulcss	30.89	193.04	81.81818181818181
itamar	24.32	187.96	90.9090909090909
ping	24.49	187.96	90.9090909090909
MJ	25.21	185.42000000000002	90.9090909090909
faassen	24.94	182.88	93.18181818181817
shalabh	31.06	187.96	81.81818181818181
moshez	23.58	190.5	99.54545454545453
Shenka	26.51	190.5	87.27272727272727
butchland	26.68	185.42000000000002	90.9090909090909
ppetru	29.14	185.42000000000002	90.9090909090909
ChrisMcDonough	30.73	195.58	86.36363636363636
hathawsh	30.79	180.34	102.27272727272727
stevea	29.74	200.66	86.36363636363636
hugues	33.57	185.42000000000002	106.81818181818181
michel	35.66	185.42000000000002	84.09090909090908
chalst	27.16	187.96	79.54545454545453
robla	26.59	190.5	94.09090909090908
eli7	22.85	187.96	90.9090909090909
mbp	24.21	182.88	113.18181818181817
spiv	30.18	185.42000000000002	97.72727272727272
glyph	26.41	190.5	85.9090909090909
jml	22.68	177.8	94.54545454545453
z3p	31.57	185.42000000000002	90.9090909090909
carmstro	25.81	198.12	68.18181818181817
washort	25.19	182.88	95.45454545454545
Artimage	30.98	193.04	84.09090909090908
sjogren	26.07	182.88	104.54545454545453
calderone	32.31	182.88	93.18181818181817
etrepum	22.59	195.58	83.63636363636363
xxant	29.14	187.96	104.54545454545453
myamin787	29.07	205.74	90.9090909090909
stevetaylor	22.39	193.04	99.99999999999999
winter	27.05	187.96	99.99999999999999
ladypine	28.45	185.42000000000002	77.27272727272727
Ausmosis	24.16	182.88	85.9090909090909
sulaiman	33.15	198.12	99.99999999999999
gbowland	27.5	193.04	81.81818181818181
doogie	29.39	185.42000000000002	99.99999999999999
ghaering	27.16	190.5	95.45454545454545
netgod	26.59	185.42000000000002	95.45454545454545
jules	26.14	185.42000000000002	93.18181818181817
crj	27.33	190.5	91.81818181818181
Waldo	24.58	172.72	93.18181818181817
shaleh	27.85	182.88	106.81818181818181
seeS	36.53	195.58	88.63636363636363
schoen	28.77	177.8	93.18181818181817
sad	24.07	177.8	99.99999999999999
RyanMuldoon	22.81	190.5	99.99999999999999
Ryan	26.86	182.88	104.54545454545453
rw2	28.12	190.5	87.27272727272727
ruud	30.25	185.42000000000002	99.99999999999999
rupert	30.69	175.26	93.18181818181817
rtmfd	28.8	185.42000000000002	89.99999999999999
afayolle	24.21	182.88	90.45454545454545
Daryll	23.98	195.58	95.45454545454545
darkewolf	32.17	185.42000000000002	91.81818181818181
csm	21.52	190.5	95.45454545454545
crackmonkey	27.08	185.42000000000002	109.09090909090908
cmc	31.28	182.88	104.54545454545453
bma	23.58	190.5	88.63636363636363
bjf	32.57	187.96	77.27272727272727
benno	39.79	185.42000000000002	86.36363636363636
azz	25.53	195.58	100.45454545454545
asmodai	32.02	182.88	104.54545454545453
angelsun	26.55	190.5	93.18181818181817
andrei	24.67	175.26	81.81818181818181
ajv	32.84	180.34	90.9090909090909
salvadorfb	25.84	182.88	88.63636363636363
CharlyBrown	30.9	187.96	99.99999999999999
gwolf	33.98	187.96	81.81818181818181
dennyliao	32.87	195.58	84.09090909090908
ssb	24.02	177.8	75
lukeh	30.99	185.42000000000002	81.81818181818181
AndreyGolub	29.84	193.04	86.36363636363636
advogato	23.87	180.34	90.9090909090909
markonen	23.66	185.42000000000002	99.99999999999999
